Age,Player_ID,Field_Goal_Percentage,Free_Throw_Percentage,Total_Rebounds,Assists,Steals,Block_Shots,Points,Salary,Season,Team
21-295,jordami01,0.435,,7,2,0,2,20,630000,1985-86,Chicago Bulls
21-295,jordami01,0.435,,7,2,0,2,20,845000,1987-88,Chicago Bulls
21-295,jordami01,0.435,,7,2,0,2,20,2000000,1988-89,Chicago Bulls
21-295,jordami01,0.435,,7,2,0,2,20,2500000,1989-90,Chicago Bulls
21-295,jordami01,0.435,,7,2,0,2,20,2500000,1990-91,Chicago Bulls
21-295,jordami01,0.435,,7,2,0,2,20,3250000,1991-92,Chicago Bulls
21-295,jordami01,0.435,,7,2,0,2,20,4000000,1992-93,Chicago Bulls
21-295,jordami01,0.435,,7,2,0,2,20,4000000,1993-94,Chicago Bulls
21-295,jordami01,0.435,,7,2,0,2,20,3850000,1994-95,Chicago Bulls
21-295,jordami01,0.435,,7,2,0,2,20,3850000,1995-96,Chicago Bulls
21-295,jordami01,0.435,,7,2,0,2,20,30140000,1996-97,Chicago Bulls
21-295,jordami01,0.435,,7,2,0,2,20,33140000,1997-98,Chicago Bulls
21-295,jordami01,0.435,,7,2,0,2,20,1000000,2001-02,Washington Wizards
21-295,jordami01,0.435,,7,2,0,2,20,1030000,2002-03,Washington Wizards
21-298,jordami01,0.464,0.333,8,6,2,0,27,550000,1984-85,Chicago Bulls
21-298,jordami01,0.464,0.333,8,6,2,0,27,630000,1985-86,Chicago Bulls
21-298,jordami01,0.464,0.333,8,6,2,0,27,845000,1987-88,Chicago Bulls
21-298,jordami01,0.464,0.333,8,6,2,0,27,2000000,1988-89,Chicago Bulls
21-298,jordami01,0.464,0.333,8,6,2,0,27,2500000,1989-90,Chicago Bulls
21-298,jordami01,0.464,0.333,8,6,2,0,27,2500000,1990-91,Chicago Bulls
21-298,jordami01,0.464,0.333,8,6,2,0,27,3250000,1991-92,Chicago Bulls
21-298,jordami01,0.464,0.333,8,6,2,0,27,4000000,1992-93,Chicago Bulls
21-298,jordami01,0.464,0.333,8,6,2,0,27,4000000,1993-94,Chicago Bulls
21-298,jordami01,0.464,0.333,8,6,2,0,27,3850000,1994-95,Chicago Bulls
21-298,jordami01,0.464,0.333,8,6,2,0,27,3850000,1995-96,Chicago Bulls
21-298,jordami01,0.464,0.333,8,6,2,0,27,30140000,1996-97,Chicago Bulls
21-298,jordami01,0.464,0.333,8,6,2,0,27,33140000,1997-98,Chicago Bulls
21-298,jordami01,0.464,0.333,8,6,2,0,27,1000000,2001-02,Washington Wizards
21-298,jordami01,0.464,0.333,8,6,2,0,27,1030000,2002-03,Washington Wizards
21-299,jordami01,0.353,0.9,1,2,2,1,21,550000,1984-85,Chicago Bulls
21-299,jordami01,0.353,0.9,1,2,2,1,21,630000,1985-86,Chicago Bulls
21-299,jordami01,0.353,0.9,1,2,2,1,21,845000,1987-88,Chicago Bulls
21-299,jordami01,0.353,0.9,1,2,2,1,21,2000000,1988-89,Chicago Bulls
21-299,jordami01,0.353,0.9,1,2,2,1,21,2500000,1989-90,Chicago Bulls
21-299,jordami01,0.353,0.9,1,2,2,1,21,2500000,1990-91,Chicago Bulls
21-299,jordami01,0.353,0.9,1,2,2,1,21,3250000,1991-92,Chicago Bulls
21-299,jordami01,0.353,0.9,1,2,2,1,21,4000000,1992-93,Chicago Bulls
21-299,jordami01,0.353,0.9,1,2,2,1,21,4000000,1993-94,Chicago Bulls
21-299,jordami01,0.353,0.9,1,2,2,1,21,3850000,1994-95,Chicago Bulls
21-299,jordami01,0.353,0.9,1,2,2,1,21,3850000,1995-96,Chicago Bulls
21-299,jordami01,0.353,0.9,1,2,2,1,21,30140000,1996-97,Chicago Bulls
21-299,jordami01,0.353,0.9,1,2,2,1,21,33140000,1997-98,Chicago Bulls
21-299,jordami01,0.353,0.9,1,2,2,1,21,1000000,2001-02,Washington Wizards
21-299,jordami01,0.353,0.9,1,2,2,1,21,1030000,2002-03,Washington Wizards
21-301,jordami01,0.48,1,8,8,1,0,34,550000,1984-85,Chicago Bulls
21-301,jordami01,0.48,1,8,8,1,0,34,630000,1985-86,Chicago Bulls
21-301,jordami01,0.48,1,8,8,1,0,34,845000,1987-88,Chicago Bulls
21-301,jordami01,0.48,1,8,8,1,0,34,2000000,1988-89,Chicago Bulls
21-301,jordami01,0.48,1,8,8,1,0,34,2500000,1989-90,Chicago Bulls
21-301,jordami01,0.48,1,8,8,1,0,34,2500000,1990-91,Chicago Bulls
21-301,jordami01,0.48,1,8,8,1,0,34,3250000,1991-92,Chicago Bulls
21-301,jordami01,0.48,1,8,8,1,0,34,4000000,1992-93,Chicago Bulls
21-301,jordami01,0.48,1,8,8,1,0,34,4000000,1993-94,Chicago Bulls
21-301,jordami01,0.48,1,8,8,1,0,34,3850000,1994-95,Chicago Bulls
21-301,jordami01,0.48,1,8,8,1,0,34,3850000,1995-96,Chicago Bulls
21-301,jordami01,0.48,1,8,8,1,0,34,30140000,1996-97,Chicago Bulls
21-301,jordami01,0.48,1,8,8,1,0,34,33140000,1997-98,Chicago Bulls
21-301,jordami01,0.48,1,8,8,1,0,34,1000000,2001-02,Washington Wizards
21-301,jordami01,0.48,1,8,8,1,0,34,1030000,2002-03,Washington Wizards
21-302,jordami01,0.438,,2,2,1,0,14,550000,1984-85,Chicago Bulls
21-302,jordami01,0.438,,2,2,1,0,14,630000,1985-86,Chicago Bulls
21-302,jordami01,0.438,,2,2,1,0,14,845000,1987-88,Chicago Bulls
21-302,jordami01,0.438,,2,2,1,0,14,2000000,1988-89,Chicago Bulls
21-302,jordami01,0.438,,2,2,1,0,14,2500000,1989-90,Chicago Bulls
21-302,jordami01,0.438,,2,2,1,0,14,2500000,1990-91,Chicago Bulls
21-302,jordami01,0.438,,2,2,1,0,14,3250000,1991-92,Chicago Bulls
21-302,jordami01,0.438,,2,2,1,0,14,4000000,1992-93,Chicago Bulls
21-302,jordami01,0.438,,2,2,1,0,14,4000000,1993-94,Chicago Bulls
21-302,jordami01,0.438,,2,2,1,0,14,3850000,1994-95,Chicago Bulls
21-302,jordami01,0.438,,2,2,1,0,14,3850000,1995-96,Chicago Bulls
21-302,jordami01,0.438,,2,2,1,0,14,30140000,1996-97,Chicago Bulls
21-302,jordami01,0.438,,2,2,1,0,14,33140000,1997-98,Chicago Bulls
21-302,jordami01,0.438,,2,2,1,0,14,1000000,2001-02,Washington Wizards
21-302,jordami01,0.438,,2,2,1,0,14,1030000,2002-03,Washington Wizards
21-305,jordami01,0.4,0.5,3,8,3,0,18,550000,1984-85,Chicago Bulls
21-305,jordami01,0.4,0.5,3,8,3,0,18,630000,1985-86,Chicago Bulls
21-305,jordami01,0.4,0.5,3,8,3,0,18,845000,1987-88,Chicago Bulls
21-305,jordami01,0.4,0.5,3,8,3,0,18,2000000,1988-89,Chicago Bulls
21-305,jordami01,0.4,0.5,3,8,3,0,18,2500000,1989-90,Chicago Bulls
21-305,jordami01,0.4,0.5,3,8,3,0,18,2500000,1990-91,Chicago Bulls
21-305,jordami01,0.4,0.5,3,8,3,0,18,3250000,1991-92,Chicago Bulls
21-305,jordami01,0.4,0.5,3,8,3,0,18,4000000,1992-93,Chicago Bulls
21-305,jordami01,0.4,0.5,3,8,3,0,18,4000000,1993-94,Chicago Bulls
21-305,jordami01,0.4,0.5,3,8,3,0,18,3850000,1994-95,Chicago Bulls
21-305,jordami01,0.4,0.5,3,8,3,0,18,3850000,1995-96,Chicago Bulls
21-305,jordami01,0.4,0.5,3,8,3,0,18,30140000,1996-97,Chicago Bulls
21-305,jordami01,0.4,0.5,3,8,3,0,18,33140000,1997-98,Chicago Bulls
21-305,jordami01,0.4,0.5,3,8,3,0,18,1000000,2001-02,Washington Wizards
21-305,jordami01,0.4,0.5,3,8,3,0,18,1030000,2002-03,Washington Wizards
21-307,jordami01,0.545,0.625,8,7,5,1,34,550000,1984-85,Chicago Bulls
21-307,jordami01,0.545,0.625,8,7,5,1,34,630000,1985-86,Chicago Bulls
21-307,jordami01,0.545,0.625,8,7,5,1,34,845000,1987-88,Chicago Bulls
21-307,jordami01,0.545,0.625,8,7,5,1,34,2000000,1988-89,Chicago Bulls
21-307,jordami01,0.545,0.625,8,7,5,1,34,2500000,1989-90,Chicago Bulls
21-307,jordami01,0.545,0.625,8,7,5,1,34,2500000,1990-91,Chicago Bulls
21-307,jordami01,0.545,0.625,8,7,5,1,34,3250000,1991-92,Chicago Bulls
21-307,jordami01,0.545,0.625,8,7,5,1,34,4000000,1992-93,Chicago Bulls
21-307,jordami01,0.545,0.625,8,7,5,1,34,4000000,1993-94,Chicago Bulls
21-307,jordami01,0.545,0.625,8,7,5,1,34,3850000,1994-95,Chicago Bulls
21-307,jordami01,0.545,0.625,8,7,5,1,34,3850000,1995-96,Chicago Bulls
21-307,jordami01,0.545,0.625,8,7,5,1,34,30140000,1996-97,Chicago Bulls
21-307,jordami01,0.545,0.625,8,7,5,1,34,33140000,1997-98,Chicago Bulls
21-307,jordami01,0.545,0.625,8,7,5,1,34,1000000,2001-02,Washington Wizards
21-307,jordami01,0.545,0.625,8,7,5,1,34,1030000,2002-03,Washington Wizards
21-309,jordami01,0.667,1,12,8,0,3,32,550000,1984-85,Chicago Bulls
21-309,jordami01,0.667,1,12,8,0,3,32,630000,1985-86,Chicago Bulls
21-309,jordami01,0.667,1,12,8,0,3,32,845000,1987-88,Chicago Bulls
21-309,jordami01,0.667,1,12,8,0,3,32,2000000,1988-89,Chicago Bulls
21-309,jordami01,0.667,1,12,8,0,3,32,2500000,1989-90,Chicago Bulls
21-309,jordami01,0.667,1,12,8,0,3,32,2500000,1990-91,Chicago Bulls
21-309,jordami01,0.667,1,12,8,0,3,32,3250000,1991-92,Chicago Bulls
21-309,jordami01,0.667,1,12,8,0,3,32,4000000,1992-93,Chicago Bulls
21-309,jordami01,0.667,1,12,8,0,3,32,4000000,1993-94,Chicago Bulls
21-309,jordami01,0.667,1,12,8,0,3,32,3850000,1994-95,Chicago Bulls
21-309,jordami01,0.667,1,12,8,0,3,32,3850000,1995-96,Chicago Bulls
21-309,jordami01,0.667,1,12,8,0,3,32,30140000,1996-97,Chicago Bulls
21-309,jordami01,0.667,1,12,8,0,3,32,33140000,1997-98,Chicago Bulls
21-309,jordami01,0.667,1,12,8,0,3,32,1000000,2001-02,Washington Wizards
21-309,jordami01,0.667,1,12,8,0,3,32,1030000,2002-03,Washington Wizards
21-314,jordami01,0.606,1,7,11,3,0,45,550000,1984-85,Chicago Bulls
21-314,jordami01,0.606,1,7,11,3,0,45,630000,1985-86,Chicago Bulls
21-314,jordami01,0.606,1,7,11,3,0,45,845000,1987-88,Chicago Bulls
21-314,jordami01,0.606,1,7,11,3,0,45,2000000,1988-89,Chicago Bulls
21-314,jordami01,0.606,1,7,11,3,0,45,2500000,1989-90,Chicago Bulls
21-314,jordami01,0.606,1,7,11,3,0,45,2500000,1990-91,Chicago Bulls
21-314,jordami01,0.606,1,7,11,3,0,45,3250000,1991-92,Chicago Bulls
21-314,jordami01,0.606,1,7,11,3,0,45,4000000,1992-93,Chicago Bulls
21-314,jordami01,0.606,1,7,11,3,0,45,4000000,1993-94,Chicago Bulls
21-314,jordami01,0.606,1,7,11,3,0,45,3850000,1994-95,Chicago Bulls
21-314,jordami01,0.606,1,7,11,3,0,45,3850000,1995-96,Chicago Bulls
21-314,jordami01,0.606,1,7,11,3,0,45,30140000,1996-97,Chicago Bulls
21-314,jordami01,0.606,1,7,11,3,0,45,33140000,1997-98,Chicago Bulls
21-314,jordami01,0.606,1,7,11,3,0,45,1000000,2001-02,Washington Wizards
21-314,jordami01,0.606,1,7,11,3,0,45,1030000,2002-03,Washington Wizards
21-316,jordami01,0.389,0.778,4,5,0,0,21,550000,1984-85,Chicago Bulls
21-316,jordami01,0.389,0.778,4,5,0,0,21,630000,1985-86,Chicago Bulls
21-316,jordami01,0.389,0.778,4,5,0,0,21,845000,1987-88,Chicago Bulls
21-316,jordami01,0.389,0.778,4,5,0,0,21,2000000,1988-89,Chicago Bulls
21-316,jordami01,0.389,0.778,4,5,0,0,21,2500000,1989-90,Chicago Bulls
21-316,jordami01,0.389,0.778,4,5,0,0,21,2500000,1990-91,Chicago Bulls
21-316,jordami01,0.389,0.778,4,5,0,0,21,3250000,1991-92,Chicago Bulls
21-316,jordami01,0.389,0.778,4,5,0,0,21,4000000,1992-93,Chicago Bulls
21-316,jordami01,0.389,0.778,4,5,0,0,21,4000000,1993-94,Chicago Bulls
21-316,jordami01,0.389,0.778,4,5,0,0,21,3850000,1994-95,Chicago Bulls
21-316,jordami01,0.389,0.778,4,5,0,0,21,3850000,1995-96,Chicago Bulls
21-316,jordami01,0.389,0.778,4,5,0,0,21,30140000,1996-97,Chicago Bulls
21-316,jordami01,0.389,0.778,4,5,0,0,21,33140000,1997-98,Chicago Bulls
21-316,jordami01,0.389,0.778,4,5,0,0,21,1000000,2001-02,Washington Wizards
21-316,jordami01,0.389,0.778,4,5,0,0,21,1030000,2002-03,Washington Wizards
21-320,jordami01,0.714,0.833,7,4,3,0,25,550000,1984-85,Chicago Bulls
21-320,jordami01,0.714,0.833,7,4,3,0,25,630000,1985-86,Chicago Bulls
21-320,jordami01,0.714,0.833,7,4,3,0,25,845000,1987-88,Chicago Bulls
21-320,jordami01,0.714,0.833,7,4,3,0,25,2000000,1988-89,Chicago Bulls
21-320,jordami01,0.714,0.833,7,4,3,0,25,2500000,1989-90,Chicago Bulls
21-320,jordami01,0.714,0.833,7,4,3,0,25,2500000,1990-91,Chicago Bulls
21-320,jordami01,0.714,0.833,7,4,3,0,25,3250000,1991-92,Chicago Bulls
21-320,jordami01,0.714,0.833,7,4,3,0,25,4000000,1992-93,Chicago Bulls
21-320,jordami01,0.714,0.833,7,4,3,0,25,4000000,1993-94,Chicago Bulls
21-320,jordami01,0.714,0.833,7,4,3,0,25,3850000,1994-95,Chicago Bulls
21-320,jordami01,0.714,0.833,7,4,3,0,25,3850000,1995-96,Chicago Bulls
21-320,jordami01,0.714,0.833,7,4,3,0,25,30140000,1996-97,Chicago Bulls
21-320,jordami01,0.714,0.833,7,4,3,0,25,33140000,1997-98,Chicago Bulls
21-320,jordami01,0.714,0.833,7,4,3,0,25,1000000,2001-02,Washington Wizards
21-320,jordami01,0.714,0.833,7,4,3,0,25,1030000,2002-03,Washington Wizards
21-322,jordami01,0.563,0.8,2,6,3,0,22,550000,1984-85,Chicago Bulls
21-322,jordami01,0.563,0.8,2,6,3,0,22,630000,1985-86,Chicago Bulls
21-322,jordami01,0.563,0.8,2,6,3,0,22,845000,1987-88,Chicago Bulls
21-322,jordami01,0.563,0.8,2,6,3,0,22,2000000,1988-89,Chicago Bulls
21-322,jordami01,0.563,0.8,2,6,3,0,22,2500000,1989-90,Chicago Bulls
21-322,jordami01,0.563,0.8,2,6,3,0,22,2500000,1990-91,Chicago Bulls
21-322,jordami01,0.563,0.8,2,6,3,0,22,3250000,1991-92,Chicago Bulls
21-322,jordami01,0.563,0.8,2,6,3,0,22,4000000,1992-93,Chicago Bulls
21-322,jordami01,0.563,0.8,2,6,3,0,22,4000000,1993-94,Chicago Bulls
21-322,jordami01,0.563,0.8,2,6,3,0,22,3850000,1994-95,Chicago Bulls
21-322,jordami01,0.563,0.8,2,6,3,0,22,3850000,1995-96,Chicago Bulls
21-322,jordami01,0.563,0.8,2,6,3,0,22,30140000,1996-97,Chicago Bulls
21-322,jordami01,0.563,0.8,2,6,3,0,22,33140000,1997-98,Chicago Bulls
21-322,jordami01,0.563,0.8,2,6,3,0,22,1000000,2001-02,Washington Wizards
21-322,jordami01,0.563,0.8,2,6,3,0,22,1030000,2002-03,Washington Wizards
21-323,jordami01,0.64,0.909,7,4,2,1,42,550000,1984-85,Chicago Bulls
21-323,jordami01,0.64,0.909,7,4,2,1,42,630000,1985-86,Chicago Bulls
21-323,jordami01,0.64,0.909,7,4,2,1,42,845000,1987-88,Chicago Bulls
21-323,jordami01,0.64,0.909,7,4,2,1,42,2000000,1988-89,Chicago Bulls
21-323,jordami01,0.64,0.909,7,4,2,1,42,2500000,1989-90,Chicago Bulls
21-323,jordami01,0.64,0.909,7,4,2,1,42,2500000,1990-91,Chicago Bulls
21-323,jordami01,0.64,0.909,7,4,2,1,42,3250000,1991-92,Chicago Bulls
21-323,jordami01,0.64,0.909,7,4,2,1,42,4000000,1992-93,Chicago Bulls
21-323,jordami01,0.64,0.909,7,4,2,1,42,4000000,1993-94,Chicago Bulls
21-323,jordami01,0.64,0.909,7,4,2,1,42,3850000,1994-95,Chicago Bulls
21-323,jordami01,0.64,0.909,7,4,2,1,42,3850000,1995-96,Chicago Bulls
21-323,jordami01,0.64,0.909,7,4,2,1,42,30140000,1996-97,Chicago Bulls
21-323,jordami01,0.64,0.909,7,4,2,1,42,33140000,1997-98,Chicago Bulls
21-323,jordami01,0.64,0.909,7,4,2,1,42,1000000,2001-02,Washington Wizards
21-323,jordami01,0.64,0.909,7,4,2,1,42,1030000,2002-03,Washington Wizards
21-327,jordami01,0.5,0.923,6,6,2,1,36,550000,1984-85,Chicago Bulls
21-327,jordami01,0.5,0.923,6,6,2,1,36,630000,1985-86,Chicago Bulls
21-327,jordami01,0.5,0.923,6,6,2,1,36,845000,1987-88,Chicago Bulls
21-327,jordami01,0.5,0.923,6,6,2,1,36,2000000,1988-89,Chicago Bulls
21-327,jordami01,0.5,0.923,6,6,2,1,36,2500000,1989-90,Chicago Bulls
21-327,jordami01,0.5,0.923,6,6,2,1,36,2500000,1990-91,Chicago Bulls
21-327,jordami01,0.5,0.923,6,6,2,1,36,3250000,1991-92,Chicago Bulls
21-327,jordami01,0.5,0.923,6,6,2,1,36,4000000,1992-93,Chicago Bulls
21-327,jordami01,0.5,0.923,6,6,2,1,36,4000000,1993-94,Chicago Bulls
21-327,jordami01,0.5,0.923,6,6,2,1,36,3850000,1994-95,Chicago Bulls
21-327,jordami01,0.5,0.923,6,6,2,1,36,3850000,1995-96,Chicago Bulls
21-327,jordami01,0.5,0.923,6,6,2,1,36,30140000,1996-97,Chicago Bulls
21-327,jordami01,0.5,0.923,6,6,2,1,36,33140000,1997-98,Chicago Bulls
21-327,jordami01,0.5,0.923,6,6,2,1,36,1000000,2001-02,Washington Wizards
21-327,jordami01,0.5,0.923,6,6,2,1,36,1030000,2002-03,Washington Wizards
21-329,jordami01,0.571,1,6,5,2,0,23,550000,1984-85,Chicago Bulls
21-329,jordami01,0.571,1,6,5,2,0,23,630000,1985-86,Chicago Bulls
21-329,jordami01,0.571,1,6,5,2,0,23,845000,1987-88,Chicago Bulls
21-329,jordami01,0.571,1,6,5,2,0,23,2000000,1988-89,Chicago Bulls
21-329,jordami01,0.571,1,6,5,2,0,23,2500000,1989-90,Chicago Bulls
21-329,jordami01,0.571,1,6,5,2,0,23,2500000,1990-91,Chicago Bulls
21-329,jordami01,0.571,1,6,5,2,0,23,3250000,1991-92,Chicago Bulls
21-329,jordami01,0.571,1,6,5,2,0,23,4000000,1992-93,Chicago Bulls
21-329,jordami01,0.571,1,6,5,2,0,23,4000000,1993-94,Chicago Bulls
21-329,jordami01,0.571,1,6,5,2,0,23,3850000,1994-95,Chicago Bulls
21-329,jordami01,0.571,1,6,5,2,0,23,3850000,1995-96,Chicago Bulls
21-329,jordami01,0.571,1,6,5,2,0,23,30140000,1996-97,Chicago Bulls
21-329,jordami01,0.571,1,6,5,2,0,23,33140000,1997-98,Chicago Bulls
21-329,jordami01,0.571,1,6,5,2,0,23,1000000,2001-02,Washington Wizards
21-329,jordami01,0.571,1,6,5,2,0,23,1030000,2002-03,Washington Wizards
21-330,jordami01,0.476,0.667,12,3,1,0,24,550000,1984-85,Chicago Bulls
21-330,jordami01,0.476,0.667,12,3,1,0,24,630000,1985-86,Chicago Bulls
21-330,jordami01,0.476,0.667,12,3,1,0,24,845000,1987-88,Chicago Bulls
21-330,jordami01,0.476,0.667,12,3,1,0,24,2000000,1988-89,Chicago Bulls
21-330,jordami01,0.476,0.667,12,3,1,0,24,2500000,1989-90,Chicago Bulls
21-330,jordami01,0.476,0.667,12,3,1,0,24,2500000,1990-91,Chicago Bulls
21-330,jordami01,0.476,0.667,12,3,1,0,24,3250000,1991-92,Chicago Bulls
21-330,jordami01,0.476,0.667,12,3,1,0,24,4000000,1992-93,Chicago Bulls
21-330,jordami01,0.476,0.667,12,3,1,0,24,4000000,1993-94,Chicago Bulls
21-330,jordami01,0.476,0.667,12,3,1,0,24,3850000,1994-95,Chicago Bulls
21-330,jordami01,0.476,0.667,12,3,1,0,24,3850000,1995-96,Chicago Bulls
21-330,jordami01,0.476,0.667,12,3,1,0,24,30140000,1996-97,Chicago Bulls
21-330,jordami01,0.476,0.667,12,3,1,0,24,33140000,1997-98,Chicago Bulls
21-330,jordami01,0.476,0.667,12,3,1,0,24,1000000,2001-02,Washington Wizards
21-330,jordami01,0.476,0.667,12,3,1,0,24,1030000,2002-03,Washington Wizards
21-332,jordami01,0.688,0.867,14,15,3,1,35,550000,1984-85,Chicago Bulls
21-332,jordami01,0.688,0.867,14,15,3,1,35,630000,1985-86,Chicago Bulls
21-332,jordami01,0.688,0.867,14,15,3,1,35,845000,1987-88,Chicago Bulls
21-332,jordami01,0.688,0.867,14,15,3,1,35,2000000,1988-89,Chicago Bulls
21-332,jordami01,0.688,0.867,14,15,3,1,35,2500000,1989-90,Chicago Bulls
21-332,jordami01,0.688,0.867,14,15,3,1,35,2500000,1990-91,Chicago Bulls
21-332,jordami01,0.688,0.867,14,15,3,1,35,3250000,1991-92,Chicago Bulls
21-332,jordami01,0.688,0.867,14,15,3,1,35,4000000,1992-93,Chicago Bulls
21-332,jordami01,0.688,0.867,14,15,3,1,35,4000000,1993-94,Chicago Bulls
21-332,jordami01,0.688,0.867,14,15,3,1,35,3850000,1994-95,Chicago Bulls
21-332,jordami01,0.688,0.867,14,15,3,1,35,3850000,1995-96,Chicago Bulls
21-332,jordami01,0.688,0.867,14,15,3,1,35,30140000,1996-97,Chicago Bulls
21-332,jordami01,0.688,0.867,14,15,3,1,35,33140000,1997-98,Chicago Bulls
21-332,jordami01,0.688,0.867,14,15,3,1,35,1000000,2001-02,Washington Wizards
21-332,jordami01,0.688,0.867,14,15,3,1,35,1030000,2002-03,Washington Wizards
21-334,jordami01,0.471,0.917,7,7,2,0,27,550000,1984-85,Chicago Bulls
21-334,jordami01,0.471,0.917,7,7,2,0,27,630000,1985-86,Chicago Bulls
21-334,jordami01,0.471,0.917,7,7,2,0,27,845000,1987-88,Chicago Bulls
21-334,jordami01,0.471,0.917,7,7,2,0,27,2000000,1988-89,Chicago Bulls
21-334,jordami01,0.471,0.917,7,7,2,0,27,2500000,1989-90,Chicago Bulls
21-334,jordami01,0.471,0.917,7,7,2,0,27,2500000,1990-91,Chicago Bulls
21-334,jordami01,0.471,0.917,7,7,2,0,27,3250000,1991-92,Chicago Bulls
21-334,jordami01,0.471,0.917,7,7,2,0,27,4000000,1992-93,Chicago Bulls
21-334,jordami01,0.471,0.917,7,7,2,0,27,4000000,1993-94,Chicago Bulls
21-334,jordami01,0.471,0.917,7,7,2,0,27,3850000,1994-95,Chicago Bulls
21-334,jordami01,0.471,0.917,7,7,2,0,27,3850000,1995-96,Chicago Bulls
21-334,jordami01,0.471,0.917,7,7,2,0,27,30140000,1996-97,Chicago Bulls
21-334,jordami01,0.471,0.917,7,7,2,0,27,33140000,1997-98,Chicago Bulls
21-334,jordami01,0.471,0.917,7,7,2,0,27,1000000,2001-02,Washington Wizards
21-334,jordami01,0.471,0.917,7,7,2,0,27,1030000,2002-03,Washington Wizards
21-335,jordami01,0.4,0.75,4,6,2,2,25,550000,1984-85,Chicago Bulls
21-335,jordami01,0.4,0.75,4,6,2,2,25,630000,1985-86,Chicago Bulls
21-335,jordami01,0.4,0.75,4,6,2,2,25,845000,1987-88,Chicago Bulls
21-335,jordami01,0.4,0.75,4,6,2,2,25,2000000,1988-89,Chicago Bulls
21-335,jordami01,0.4,0.75,4,6,2,2,25,2500000,1989-90,Chicago Bulls
21-335,jordami01,0.4,0.75,4,6,2,2,25,2500000,1990-91,Chicago Bulls
21-335,jordami01,0.4,0.75,4,6,2,2,25,3250000,1991-92,Chicago Bulls
21-335,jordami01,0.4,0.75,4,6,2,2,25,4000000,1992-93,Chicago Bulls
21-335,jordami01,0.4,0.75,4,6,2,2,25,4000000,1993-94,Chicago Bulls
21-335,jordami01,0.4,0.75,4,6,2,2,25,3850000,1994-95,Chicago Bulls
21-335,jordami01,0.4,0.75,4,6,2,2,25,3850000,1995-96,Chicago Bulls
21-335,jordami01,0.4,0.75,4,6,2,2,25,30140000,1996-97,Chicago Bulls
21-335,jordami01,0.4,0.75,4,6,2,2,25,33140000,1997-98,Chicago Bulls
21-335,jordami01,0.4,0.75,4,6,2,2,25,1000000,2001-02,Washington Wizards
21-335,jordami01,0.4,0.75,4,6,2,2,25,1030000,2002-03,Washington Wizards
21-337,jordami01,0.556,0.75,12,7,3,2,38,550000,1984-85,Chicago Bulls
21-337,jordami01,0.556,0.75,12,7,3,2,38,630000,1985-86,Chicago Bulls
21-337,jordami01,0.556,0.75,12,7,3,2,38,845000,1987-88,Chicago Bulls
21-337,jordami01,0.556,0.75,12,7,3,2,38,2000000,1988-89,Chicago Bulls
21-337,jordami01,0.556,0.75,12,7,3,2,38,2500000,1989-90,Chicago Bulls
21-337,jordami01,0.556,0.75,12,7,3,2,38,2500000,1990-91,Chicago Bulls
21-337,jordami01,0.556,0.75,12,7,3,2,38,3250000,1991-92,Chicago Bulls
21-337,jordami01,0.556,0.75,12,7,3,2,38,4000000,1992-93,Chicago Bulls
21-337,jordami01,0.556,0.75,12,7,3,2,38,4000000,1993-94,Chicago Bulls
21-337,jordami01,0.556,0.75,12,7,3,2,38,3850000,1994-95,Chicago Bulls
21-337,jordami01,0.556,0.75,12,7,3,2,38,3850000,1995-96,Chicago Bulls
21-337,jordami01,0.556,0.75,12,7,3,2,38,30140000,1996-97,Chicago Bulls
21-337,jordami01,0.556,0.75,12,7,3,2,38,33140000,1997-98,Chicago Bulls
21-337,jordami01,0.556,0.75,12,7,3,2,38,1000000,2001-02,Washington Wizards
21-337,jordami01,0.556,0.75,12,7,3,2,38,1030000,2002-03,Washington Wizards
21-340,jordami01,0.55,1,12,5,2,0,29,550000,1984-85,Chicago Bulls
21-340,jordami01,0.55,1,12,5,2,0,29,630000,1985-86,Chicago Bulls
21-340,jordami01,0.55,1,12,5,2,0,29,845000,1987-88,Chicago Bulls
21-340,jordami01,0.55,1,12,5,2,0,29,2000000,1988-89,Chicago Bulls
21-340,jordami01,0.55,1,12,5,2,0,29,2500000,1989-90,Chicago Bulls
21-340,jordami01,0.55,1,12,5,2,0,29,2500000,1990-91,Chicago Bulls
21-340,jordami01,0.55,1,12,5,2,0,29,3250000,1991-92,Chicago Bulls
21-340,jordami01,0.55,1,12,5,2,0,29,4000000,1992-93,Chicago Bulls
21-340,jordami01,0.55,1,12,5,2,0,29,4000000,1993-94,Chicago Bulls
21-340,jordami01,0.55,1,12,5,2,0,29,3850000,1994-95,Chicago Bulls
21-340,jordami01,0.55,1,12,5,2,0,29,3850000,1995-96,Chicago Bulls
21-340,jordami01,0.55,1,12,5,2,0,29,30140000,1996-97,Chicago Bulls
21-340,jordami01,0.55,1,12,5,2,0,29,33140000,1997-98,Chicago Bulls
21-340,jordami01,0.55,1,12,5,2,0,29,1000000,2001-02,Washington Wizards
21-340,jordami01,0.55,1,12,5,2,0,29,1030000,2002-03,Washington Wizards
21-343,jordami01,0.4,1,4,8,4,2,22,550000,1984-85,Chicago Bulls
21-343,jordami01,0.4,1,4,8,4,2,22,630000,1985-86,Chicago Bulls
21-343,jordami01,0.4,1,4,8,4,2,22,845000,1987-88,Chicago Bulls
